code	url	creator	created_t	created_datetime	last_modified_t	last_modified_datetime	last_modified_by	product_name	abbreviated_product_name	generic_name	quantity	packaging	packaging_tags	packaging_en	packaging_text	brands	brands_tags	categories	categories_tags	categories_en	origins	origins_tags	origins_en	manufacturing_places	manufacturing_places_tags	labels	labels_tags	labels_en	emb_codes	emb_codes_tags	first_packaging_code_geo	cities	cities_tags	purchase_places	stores	countries	countries_tags	countries_en	ingredients_text	ingredients_tags	ingredients_analysis_tags	allergens	allergens_en	traces	traces_tags	traces_en	serving_size	serving_quantity	no_nutrition_data	additives_n	additives	additives_tags	additives_en	nutriscore_score	nutriscore_grade	nova_group	pnns_groups_1	pnns_groups_2	food_groups	food_groups_tags	food_groups_en	states	states_tags	states_en	brand_owner	ecoscore_score	ecoscore_grade	nutrient_levels_tags	product_quantity	owner	data_quality_errors_tags	unique_scans_n	popularity_tags	completeness	last_image_t	last_image_datetime	main_category	main_category_en	image_url	image_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	butyric-acid_100g	caproic-acid_100g	caprylic-acid_100g	capric-acid_100g	lauric-acid_100g	myristic-acid_100g	palmitic-acid_100g	stearic-acid_100g	arachidic-acid_100g	behenic-acid_100g	lignoceric-acid_100g	cerotic-acid_100g	montanic-acid_100g	melissic-acid_100g	unsaturated-fat_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	alpha-linolenic-acid_100g	eicosapentaenoic-acid_100g	docosahexaenoic-acid_100g	omega-6-fat_100g	linoleic-acid_100g	arachidonic-acid_100g	gamma-linolenic-acid_100g	dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	oleic-acid_100g	elaidic-acid_100g	gondoic-acid_100g	mead-acid_100g	erucic-acid_100g	nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	added-sugars_100g	sucrose_100g	glucose_100g	fructose_100g	lactose_100g	maltose_100g	maltodextrins_100g	starch_100g	polyols_100g	erythritol_100g	fiber_100g	soluble-fiber_100g	insoluble-fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	added-salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	fruits-vegetables-nuts-estimate-from-ingredients_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g	sulphate_100g	nitrate_100g
0722648546466	http://world-en.openfoodfacts.org/product/0722648546466/jewel-osco-raw-pumpkin-kernels	usda-ndb-import	1489073725	2017-03-09T15:35:25Z	1587586503	2020-04-22T20:15:03Z	org-database-usda	Jewel osco, raw pumpkin kernels								Jewel Osco,  Superior Nut/Candy Distribut'G	jewel-osco,superior-nut-candy-distribut-g	Plant-based foods and beverages, Plant-based foods, Snacks, Seeds, Pumpkin and Squash plant products, Pumpkin seeds and their products, Pumpkin seeds	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:seeds,en:pumpkin-and-squash-plant-products,en:pumpkin-seeds-and-their-products,en:pumpkin-seeds	Plant-based foods and beverages,Plant-based foods,Snacks,Seeds,Pumpkin and Squash plant products,Pumpkin seeds and their products,Pumpkin seeds																United States	en:united-states	United States	Pumpkin kernels.	en:pumpkin-kernels	en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown						0.25 cup (30 g)	30		0				10	c		unknown	unknown				en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded	Superior Nut/candy Distribut'G		unknown	en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-low-quantity						0.5			en:pumpkin-seeds	Pumpkin seeds								567	2372		50	8.33																																		0	0	10	3.33											6.7			30				0.0425		0.017		0					0														0		0.009																0						10										
07203671277	http://world-en.openfoodfacts.org/product/07203671277/sugar-snap-peas-roasted-red-potato-red-bell-peppers-with-garlic-herb-seasoning-garden-style-medley-harris-teeter	usda-ndb-import	1489090871	2017-03-09T20:21:11Z	1587591620	2020-04-22T21:40:20Z	org-database-usda	Sugar snap peas, roasted red potato, red bell peppers with garlic herb seasoning garden style medley								Harris Teeter	harris-teeter	Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Frozen foods, Vegetables based foods, Frozen plant-based foods, Frozen vegetables	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-vegetables	Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Vegetables based foods,Frozen plant-based foods,Frozen vegetables																United States	en:united-states	United States	Sugar snap peas, roasted red potatoes, red bell peppers, water, contains less than 2% of: flaxseed, garlic, modified cornstarch, natural flavor, parsley, salt, soybean oil, spice, sugar, xanthan gum.	en:snow-pea,en:legume,en:pea,en:roasted-red-potatoes,en:red-bell-pepper,en:vegetable,en:bell-pepper,en:water,en:contains-less-than-2-of,en:garlic,en:root-vegetable,en:modified-corn-starch,en:starch,en:corn-starch,en:modified-starch,en:natural-flavouring,en:flavouring,en:parsley,en:herb,en:salt,en:soya-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:vegetable-oil,en:spice,en:condiment,en:sugar,en:added-sugar,en:disaccharide,en:e415,en:flax-seed,en:seed,en:flax	en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown						3/4 cup (125 g)	125		1		en:e415	E415 - Xanthan gum	0	b	4	Fruits and vegetables	Vegetables	en:vegetables	en:fruits-and-vegetables,en:vegetables	Fruits and vegetables,Vegetables	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded	Harris-Teeter Inc.		unknown	en:fat-in-low-quantity,en:saturated-fat-in-low-quantity,en:sugars-in-low-quantity,en:salt-in-moderate-quantity						0.5			en:frozen-vegetables	Frozen vegetables								56	234		0.4	0																																		0	0	11.2	2.4											1.6			1.6				0.3925		0.157		0.0000261					0.0104												0.072		0.02		0.0004																0						0										
0810111011211	http://world-en.openfoodfacts.org/product/0810111011211/peanuts-ava-s	usda-ndb-import	1489060287	2017-03-09T11:51:27Z	1587576687	2020-04-22T17:31:27Z	org-database-usda	Peanuts								Ava's	ava-s	Snacks	en:snacks	Snacks																United States	en:united-states	United States	Oil roasted peanuts, sea salt & pepper seasoning (sea salt, maltodextrin, spice, dextrose, dried onion, safflower oil, and less than 2% silicon dioxide (anti-caking agent) and peanut oil.	en:oil-roasted-peanuts,en:sea-salt-and-pepper-seasoning,en:sea-salt,en:salt,en:maltodextrind,en:spice,en:condiment,en:dextrose,en:added-sugar,en:monosaccharide,en:glucose,en:dehydrated-onion,en:vegetable,en:root-vegetable,en:onion,en:safflower-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:vegetable-oil,en:and-less-than-2-silicon-dioxide,en:peanut-oil,en:anti-caking-agent	en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown						1 ONZ (28 g)	28		0				16	d	4	unknown	unknown				en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded	AVA'S SNACKS		unknown	en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity						0.5			en:snacks	Snacks								561	2347		46.43	7.14																																		0	0	21.43	3.57											7.1			25				1.74		0.696		0					0														0.393		0.00064																0						16										
0819898019304	http://world-en.openfoodfacts.org/product/0819898019304/snackwell-s-chocolate-creme-sandwich-cookies	org-database-usda	1587654756	2020-04-23T15:12:36Z	1587654756	2020-04-23T15:12:36Z	org-database-usda	Snackwell's, chocolate creme sandwich cookies										Snacks, Sweet snacks, Biscuits and cakes, Biscuits	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits	Snacks,Sweet snacks,Biscuits and cakes,Biscuits																United States	en:united-states	United States	Unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate {vitamin b1}, riboflavin {vitamin b2}, folic acid), sugar, soybean and/or palm oil, high fructose corn syrup, dextrose, cocoa (processed with alkali), glycerin, partially hydrogenated cottonseed oil, leavening (baking soda, sodium acid pyrophosphate, calcium phosphate), wheat starch, emulsifiers (datem, soy lecithin sodium stearoyl lactylate), salt, natural and artificial flavor (contains milk), cellulose gum and gel. cornstarch, caramel color.	en:flour,en:sugar,en:added-sugar,en:disaccharide,en:soya-bean,en:legume,en:soya,en:palm-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:palm-oil-and-fat,en:high-fructose-corn-syrup,en:monosaccharide,en:fructose,en:glucose,en:corn-syrup,en:glucose-fructose-syrup,en:dextrose,en:cocoa,en:e422,en:partially-hydrogenated-cottonseed-oil,en:raising-agent,en:wheat-starch,en:starch,en:emulsifier,en:salt,en:natural-and-artificial-flavouring,en:flavouring,en:natural-flavouring,en:artificial-flavouring,en:cellulose-gum-and-gel,en:corn-starch,en:e150a,en:wheat-flour,en:cereal,en:wheat,en:cereal-flour,en:e375,en:reduced-iron,en:minerals,en:iron,en:thiamin-mononitrate,en:thiamin,en:e101,en:folic-acid,en:folate,en:processed-with-alkali,en:e500ii,en:e500,en:e450i,en:e450,en:e341,en:e472e,en:soy-lecithin-sodium-stearoyl-lactylate	en:palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown	en:gluten,en:milk					1 PACK (48 g)	48		7		en:e150c,en:e341,en:e422,en:e450,en:e450i,en:e472e,en:e481,en:e500,en:e500ii	E150c - Ammonia caramel,E341 - Calcium phosphates,E422 - Glycerol,E450 - Diphosphates,E450i - Disodium diphosphate,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E481 - Sodium stearoyl-2-lactylate,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate	20	e	4	Sugary snacks	Biscuits and cakes	en:biscuits-and-cakes	en:sugary-snacks,en:biscuits-and-cakes	Sugary snacks,Biscuits and cakes	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded	Back To Nature Foods Company, LLC	39	d	en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-high-quantity,en:salt-in-moderate-quantity						0.4			en:biscuits	Biscuits								438	1833		12.5	4.17																3.12	4.17																	0	0	77.08	39.58											2.1			4.17				1.25		0.5		0					0												0.292		0.042		0.00562																0						20										
0076200000317	http://world-en.openfoodfacts.org/product/0076200000317/premium-strawberries-n-cream-ice-cream-strawberries-n-cream	org-database-usda	1587643433	2020-04-23T12:03:53Z	1587643434	2020-04-23T12:03:54Z	org-database-usda	Premium strawberries 'n cream ice cream, strawberries'n cream										Desserts, Frozen foods, Frozen desserts	en:desserts,en:frozen-foods,en:frozen-desserts	Desserts,Frozen foods,Frozen desserts																United States	en:united-states	United States	Milkfat and nonfat milk, sugar, strawberries (strawberries, sugar, guar gum, citric acid), corn syrup, high fructose corn syrup, strawberry puree (strawberries, sugar), whey, mono and diglycerides, guar gum, natural flavors, calcium sulfate, locust bean gum, sodium carbonate, carrageenan, artificial color (red 40, blue 1).	en:milkfat,en:dairy,en:oil-and-fat,en:fat,en:skimmed-milk,en:milk,en:sugar,en:added-sugar,en:disaccharide,en:strawberry,en:fruit,en:berries,en:corn-syrup,en:high-fructose-corn-syrup,en:monosaccharide,en:fructose,en:glucose,en:glucose-fructose-syrup,en:strawberry-puree,en:puree,en:whey,en:e471,en:e412,en:natural-flavouring,en:flavouring,en:e516,en:e410,en:e500i,en:e500,en:e407,en:colour,en:e330,en:e129,en:e133	en:may-contain-palm-oil,en:non-vegan,en:maybe-vegetarian	en:milk					1/2 cup (70 g)	70		7		en:e129,en:e133,en:e330,en:e407,en:e410,en:e412,en:e471	E129 - Allura red,E133 - Brilliant blue FCF,E330 - Citric acid,E407 - Carrageenan,E410 - Locust bean gum,E412 - Guar gum,E471 - Mono- and diglycerides of fatty acids	11	d	4	unknown	unknown				en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded	Dean Foods Company		unknown	en:fat-in-moderate-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity						0.4			en:frozen-desserts	Frozen desserts								200	837		10	5.71																																		0	0.036	24.29	20											0			2.86				0.16		0.064		0.0000858					0.0034														0.114		0																0						11										
0616973040402	http://world-en.openfoodfacts.org/product/0616973040402/boneless-ham-steak	org-database-usda	1587641398	2020-04-23T11:29:58Z	1587641398	2020-04-23T11:29:58Z	org-database-usda	Boneless ham steak										Meats, Prepared meats	en:meats-and-their-products,en:meats,en:prepared-meats	Meats and their products,Meats,Prepared meats																United States	en:united-states	United States	Pork, water, seasoning (raw sugar, blend of sugar & honey (cane sugar, honey), maple sugar, natural flavors), vinegar, sea salt, celery powder, cherry powder.	en:pork,en:animal,en:water,en:coating,en:vinegar,en:sea-salt,en:salt,en:celery-powder,en:vegetable,en:celery,en:cherry,en:fruit,en:unrefined-sugar,en:added-sugar,en:disaccharide,en:sugar,en:blend-of-sugar-and-honey,en:maple-sugar,en:natural-flavouring,en:flavouring,en:cane-sugar,en:honey	en:palm-oil-free,en:non-vegan,en:non-vegetarian						2 ONZ (56 g)	56		0				5	c	4	Fish Meat Eggs	Processed meat	en:processed-meat	en:fish-meat-eggs,en:processed-meat	Fish‚ Meat‚ Eggs,Processed meat	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded	Wellshire Farms, Inc.		unknown	en:fat-in-moderate-quantity,en:saturated-fat-in-moderate-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity						0.4			en:prepared-meats	Prepared meats								143	598		5.36	1.79																																		0	0.062	3.57	1.79											0			19.64				1.92		0.768		0					0.0107														0		0.00064																0						5										
0708820678767	http://world-en.openfoodfacts.org/product/0708820678767/premium-ice-cream-purple-cow	usda-ndb-import	1489136381	2017-03-10T08:59:41Z	1587628320	2020-04-23T07:52:00Z	org-database-usda	Premium ice cream								Purple Cow	purple-cow	Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams	Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams																United States	en:united-states	United States	Skim milk, cream, sugar, marshmallow graham ripple (corn syrup, water, sugar, graham crumb [wheat flour, whole wheat graham flour, sugar, palm and palm kernel oil, molasses, honey, salt, baking soda], modified cornstarch, titanium dioxide, natural and artificial flavors, potassium sorbate [preservative], citric acid), corn syrup, graham flavored crunch (unenriched wheat flour, margarine [soybean oil, partially hydrogenated soybean oil, water, salt, whey, soy lecithin, soy mono - and diglycerides, sodium benzoate, artificial butter flavor, beta carotene, vitamin a palmitate], sugar, graham flour, brown sugar, partially hydrogenated soybean oil, honey powder [honey, high fructose corn syrup, wheat starch, corn syrup, soy flour], soy lecithin, water, artificial and natural flavors, salt, baking soda), chocolate flavored chunks (confectioners sugar, cornstarch, coconut oil, cocoa [processed with alkali], cocoa, butter oil, soy lecithin, natural flavor), whey, toasted marshmallow flavor (natural and artificial flavors, caramel [color], modified cornstarch, salt), contains 2% or less of locust bean gum, guar gum, carrageenan.	en:skimmed-milk,en:dairy,en:milk,en:cream,en:sugar,en:added-sugar,en:disaccharide,en:marshmallow-graham-ripple,en:corn-syrup,en:graham-flavored-crunch,en:chocolate-flavored-chunks,en:whey,en:toasted-marshmallow-flavor,en:contains-2-and-less-of-locust-bean-gum,en:e412,en:e407,en:water,en:graham-crumb,en:modified-corn-starch,en:starch,en:corn-starch,en:modified-starch,en:e171,en:natural-and-artificial-flavouring,en:flavouring,en:natural-flavouring,en:artificial-flavouring,en:e202,en:e330,en:wheat-flour,en:cereal,en:flour,en:wheat,en:cereal-flour,en:margarine,en:graham-flour,en:brown-sugar,en:partially-hydrogenated-soybean-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:vegetable-oil,en:soya-oil,en:honey,en:soya-lecithin,en:e322,en:e322i,en:artificial-and-natural-flavors,en:salt,en:e500ii,en:e500,en:confectioners-sugar,en:coconut-oil,en:cocoa,en:butterfat,en:fat,en:milkfat,en:e150,en:whole-wheat-graham-flour,en:palm-and-palm-kernel-oil,en:palm-kernel-oil-and-fat,en:palm-oil-and-fat,en:palm-kernel-oil,en:palm-oil,en:molasses,en:preservative,en:soy-mono-and-diglycerides,en:e211,en:artificial-butter-flavor,en:e160ai,en:e160a,en:retinyl-palmitate,en:vitamins,en:vitamin-a,en:high-fructose-corn-syrup,en:monosaccharide,en:fructose,en:glucose,en:glucose-fructose-syrup,en:wheat-starch,en:soya-flour,en:legume,en:soya,en:soya-bean,en:processed-with-alkali,en:colour	en:palm-oil,en:non-vegan,en:vegetarian-status-unknown						0.5 cup (68 g)	68		11		en:e160a,en:e160ai,en:e171,en:e202,en:e211,en:e322,en:e322i,en:e330,en:e407,en:e410,en:e412,en:e471,en:e500,en:e500ii	E160a - Carotene,E160ai - Beta-carotene,E171 - Titanium dioxide,E202 - Potassium sorbate,E211 - Sodium benzoate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E407 - Carrageenan,E410 - Locust bean gum,E412 - Guar gum,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate	15	d	4	Milk and dairy products	Ice cream	en:ice-cream	en:milk-and-dairy-products,en:ice-cream	Milk and dairy products,Ice cream	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded	Meijer, Inc.	57	c	en:fat-in-moderate-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-high-quantity,en:salt-in-low-quantity						0.5			en:ice-creams	Ice creams								250	1046		11.76	7.35																																		0	0.037	35.29	26.47											0			2.94				0.22		0.088		0.0000882					0														0.059		0																0						15										
0739446400715	http://world-en.openfoodfacts.org/product/0739446400715/go-pistachio-pistachios-in-the-shall	org-database-usda	1587642276	2020-04-23T11:44:36Z	1587642276	2020-04-23T11:44:36Z	org-database-usda	Go pistachio! pistachios in the shall										Snacks	en:snacks	Snacks																United States	en:united-states	United States	Organic pistachios	en:pistachio-nuts,en:nut,en:tree-nut	en:palm-oil-free,en:vegan,en:vegetarian						0.25 cup (30 g)	30		0				-1	a	1	unknown	unknown				en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded	International Harvest, Inc.		unknown	en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-moderate-quantity,en:salt-in-low-quantity						0.4			en:snacks	Snacks								567	2372		46.67	6.67																																		0	0	30	6.67											10			20				0		0		0.0000999					0.004														0.133		0.0036																100						-1										
